Date,Country,Cumulative no. of cases,Cumulative no. of deaths,Link
24-04-2009,Mexico,18,0,https://www.who.int/csr/don/2009_04_24/en/
24-04-2009,United States of America,7,0,https://www.who.int/csr/don/2009_04_24/en/
26-04-2009,Mexico,18,0,https://www.who.int/csr/don/2009_04_24/en/
26-04-2009,United States of America,20,0,https://www.who.int/csr/don/2009_04_24/en/
27-04-2009,Canada,6,0,https://www.who.int/csr/don/2009_04_24/en/
27-04-2009,Mexico,26,7,https://www.who.int/csr/don/2009_04_24/en/
27-04-2009,Spain,1,0,https://www.who.int/csr/don/2009_04_24/en/
27-04-2009,United States of America,40,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,Canada,6,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,Israel,2,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,Mexico,26,7,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,New Zealand,3,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,Spain,2,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,United Kingdom,2,0,https://www.who.int/csr/don/2009_04_24/en/
28-04-2009,United States of America,64,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Austria,1,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Canada,13,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Germany,3,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Israel,2,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Mexico,26,7,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,New Zealand,3,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,Spain,5,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,United Kingdom,5,0,https://www.who.int/csr/don/2009_04_24/en/
29-04-2009,United States of America,91,1,https://www.who.int/csr/don/2009_04_24/en/
30-04-2009,Austria,1,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Canada,19,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Germany,3,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Israel,2,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Mexico,97,7,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,New Zealand,3,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Spain,13,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,United Kingdom,8,0,https://www.who.int/csr/don/2009_04_30_a/en/
30-04-2009,United States of America,109,1,https://www.who.int/csr/don/2009_04_30_a/en/
01-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Canada,34,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Germany,4,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Israel,2,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Mexico,156,9,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,New Zealand,4,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Spain,13,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,United Kingdom,8,0,https://www.who.int/csr/don/2009_05_01a/en/
01-05-2009,United States of America,141,1,https://www.who.int/csr/don/2009_05_01a/en/
02-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Canada,51,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,France,2,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Germany,6,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Israel,3,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Mexico,397,16,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,New Zealand,4,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Republic of Korea,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Spain,13,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,United Kingdom,15,0,https://www.who.int/csr/don/2009_05_02a/en/
02-05-2009,United States of America,160,1,https://www.who.int/csr/don/2009_05_02a/en/
03-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Canada,85,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,France,2,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Germany,8,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Israel,3,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Italy,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Mexico,506,19,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,New Zealand,4,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Republic of Korea,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Spain,40,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,United Kingdom,15,0,https://www.who.int/csr/don/2009_05_03a/en/
03-05-2009,United States of America,226,1,https://www.who.int/csr/don/2009_05_03a/en/
04-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Canada,101,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,France,4,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Germany,8,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Israel,4,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Italy,2,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Mexico,590,25,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,New Zealand,6,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Republic of Korea,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Spain,54,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,United Kingdom,18,0,https://www.who.int/csr/don/2009_05_04a/en/
04-05-2009,United States of America,286,1,https://www.who.int/csr/don/2009_05_04a/en/
05-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Canada,140,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,France,4,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Germany,9,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Israel,4,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Italy,5,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Mexico,822,29,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,New Zealand,6,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Republic of Korea,2,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Spain,57,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,United Kingdom,27,0,https://www.who.int/csr/don/2009_05_05a/en/
05-05-2009,United States of America,403,1,https://www.who.int/csr/don/2009_05_05a/en/
06-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Canada,165,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,France,5,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Germany,9,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Israel,4,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Italy,5,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Mexico,942,29,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Netherlands,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,New Zealand,6,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Republic of Korea,2,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Spain,73,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Sweden,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,United Kingdom,28,0,https://www.who.int/csr/don/2009_05_06d/en/
06-05-2009,United States of America,642,2,https://www.who.int/csr/don/2009_05_06d/en/
07-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Canada,201,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,France,5,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Germany,10,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Israel,6,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Italy,5,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Mexico,1112,42,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Netherlands,2,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,New Zealand,5,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Spain,81,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Sweden,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,United Kingdom,32,0,https://www.who.int/csr/don/2009_05_07a/en/
07-05-2009,United States of America,896,2,https://www.who.int/csr/don/2009_05_07a/en/
08-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Brazil,4,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Canada,214,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,France,12,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Germany,11,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Italy,6,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Mexico,1204,44,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,New Zealand,5,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Spain,88,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Sweden,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,United Kingdom,34,0,https://www.who.int/csr/don/2009_05_08a/en/
08-05-2009,United States of America,896,2,https://www.who.int/csr/don/2009_05_08a/en/
09-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Brazil,6,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Canada,242,1,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Costa Rica,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,France,12,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Germany,11,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Italy,6,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Japan,3,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Mexico,1364,45,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,New Zealand,5,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Panama,2,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Spain,88,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Sweden,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,United Kingdom,34,0,https://www.who.int/csr/don/2009_05_09/en/
09-05-2009,United States of America,1639,2,https://www.who.int/csr/don/2009_05_09/en/
10-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Brazil,6,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Canada,280,1,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Colombia,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,El Salvador,2,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,France,12,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Germany,11,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Hong Kong Special Administrative Region,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Italy,9,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Japan,4,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Mexico,1626,45,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,New Zealand,7,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Panama,3,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Spain,93,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Sweden,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,United Kingdom,39,0,https://www.who.int/csr/don/2009_05_10/en/
10-05-2009,United States of America,2254,2,https://www.who.int/csr/don/2009_05_10/en/
11-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Brazil,8,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Canada,284,1,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Colombia,3,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,El Salvador,4,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,France,13,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Germany,11,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Italy,9,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Japan,4,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Mexico,1626,48,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,New Zealand,7,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Norway,2,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Panama,15,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Spain,95,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Sweden,2,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,United Kingdom,47,0,https://www.who.int/csr/don/2009_05_11/en/
11-05-2009,United States of America,2532,3,https://www.who.int/csr/don/2009_05_11/en/
12-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Brazil,8,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Canada,330,1,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Colombia,3,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,El Salvador,4,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,France,13,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Germany,12,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Guatemala,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Italy,9,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Japan,4,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Mexico,2059,56,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,New Zealand,7,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Norway,2,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Panama,16,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Spain,95,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Sweden,2,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,United Kingdom,55,0,https://www.who.int/csr/don/2009_05_12/en/
12-05-2009,United States of America,2600,3,https://www.who.int/csr/don/2009_05_12/en/
13-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Brazil,8,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Canada,358,1,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Colombia,6,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Costa Rica,8,1,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Cuba,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Denmark,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,El Salvador,4,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Finland,2,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,France,13,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Germany,12,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Guatemala,3,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Ireland,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Israel,7,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Italy,9,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Japan,4,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Mexico,2059,56,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Netherlands,3,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,New Zealand,7,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Norway,2,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Panama,29,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Poland,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Portugal,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Republic of Korea,3,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Spain,98,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Sweden,2,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Switzerland,1,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,Thailand,2,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,United Kingdom,68,0,https://www.who.int/csr/don/2009_05_13/en/
13-05-2009,United States of America,3009,3,https://www.who.int/csr/don/2009_05_13/en/
14-05-2009,Argentina,1,0,https://www.who.int/csr/don/2009_05_14/en/
14-05-2009,Australia,1,0,https://www.who.int/csr/don/2009_05_14/en/
14-05-2009,Austria,1,0,https://www.who.int/csr/don/2009_05_14/en/
14-05-2009,Brazil,8,0,https://www.who.int/csr/don/2009_05_14/en/
14-05-2009,Canada,389,1,https://www.who.int/csr/don/2009_05_14/en/
14-05-2009,China,4,0,https://www.who.int/csr/don/2009_05_14/en/
